Frequency (Hz),Magnitude (dB),Phase (Degrees)
3614.09862639603,13.6409868232297,-50.8713333331193
3622.42998416688,13.6404167824297,-51.0291193338383
3630.78054770091,13.6398058645774,-51.1874628440954
3639.15036127196,13.6391535434068,-51.3463650318961
3647.53946925597,13.6384592883589,-51.505827045652
3655.94791613114,13.6377225645793,-51.6658500137413
3664.37574647822,13.6369428329178,-51.8264350440655
3672.82300498074,13.6361195499276,-51.9875832236015
3681.2897364252,13.6352521678663,-52.1492956179495
3689.77598570139,13.6343401346973,-52.3115732708771
3698.28179780255,13.6333828940924,-52.474417203859
3706.80721782565,13.6323798854349,-52.6378284156127
3715.35229097161,13.6313305438246,-52.8018078816301
3723.91706254557,13.6302343000825,-52.9663565537056
3732.50157795709,13.6290905807574,-53.1314753594595
3741.10588272042,13.6278988081336,-53.2971652018583
3749.73002245472,13.6266584002387,-53.4634269587311
3758.37404288433,13.6253687708538,-53.6302614822821
3767.03798983897,13.6240293295233,-53.7976695985992
3775.72190925404,13.6226394815673,-53.9656521071602
3784.42584717082,13.6211986280939,-54.1342097803341
3793.1498497367,13.6197061660133,-54.30334336288
3801.8939632055,13.618161488053,-54.4730535714425
3810.65823393761,13.616563982774,-54.6433410940435
3819.44270840035,13.6149130345883,-54.8142065895715
3828.24743316811,13.6132080237777,-54.9856506872674
3837.07245492267,13.6114483265138,-55.1576739862079
3845.91782045342,13.609633314879,-55.3302770547855
3854.7835766576,13.6077623568895,-55.5034604301864
3863.66977054057,13.6058348165188,-55.6772246178651
3872.57644921605,13.6038500537231,-55.8515700910178
3881.50365990636,13.6018074244676,-56.0264972900517
3890.45144994268,13.5997062807547,-56.2020066220542
3899.41986676531,13.5975459706533,-56.378098460258
3908.4089579239,13.5953258383291,-56.5547731435054
3917.41877107771,13.5930452240774,-56.732030975711
3926.44935399587,13.5907034643563,-56.9098722253222
3935.50075455765,13.5882998918218,-57.0882971247777
3944.57302075266,13.5858338353647,-57.2673058699666
3953.66620068115,13.5833046201481,-57.4468986196838
3962.78034255427,13.5807115676478,-57.6270754950862
3971.91549469428,13.5780539956928,-57.8078365791474
3981.07170553485,13.5753312185082,-57.9891819161118
3990.24902362129,13.57254254676,-58.1711115109479
3999.44749761085,13.5696872876004,-58.3536253288018
4008.6671762729,13.5667647447154,-58.5367232944502
4017.90810848927,13.5637742183745,-58.7204052917534
4027.17034325446,13.5607150054811,-58.9046711631089
4036.45392967592,13.5575863996249,-59.089520708905
4045.7589169743,13.5543876911366,-59.2749536869753
4055.08535448371,13.5511181671432,-59.4609698120541
4064.433291652,13.5477771116261,-59.6475687552327
4073.80277804099,13.5443638054799,-59.8347501434167
4083.19386332679,13.540877526574,-60.0225135587858
4092.60659729998,13.5373175498151,-60.2108585382541
4102.04102986593,13.5336831472119,-60.3997845729332
4111.49721104509,13.5299735879413,-60.5892911075969
4120.97519097317,13.5261881384168,-60.7793775401491
4130.47501990148,13.5223260623583,-60.9700432210932
4139.99674819717,13.5183866208639,-61.1612874530059
4149.54042634349,13.5143690724836,-61.3531094900129
4159.10610494009,13.5102726732943,-61.5455085372683
4168.69383470322,13.5060966769777,-61.7384837504386
4178.30366646608,13.5018403348988,-61.9320342351893
4187.93565117905,13.497502896187,-62.1261590466767
4197.58983990994,13.4930836078191,-62.3208571890434
4207.2662838443,13.4885817147038,-62.5161276149197
4216.96503428568,13.4839964597681,-62.7119692249285
4226.68614265589,13.4793270840457,-62.908380867197
4236.42966049527,13.4745728267673,-63.1053613368733
4246.19563946299,13.4697329254528,-63.3029093756483
4255.98413133729,13.4648066160049,-63.5010236712853
4265.79518801578,13.4597931328054,-63.6997028571547
4275.62886151572,13.4546917088124,-63.898945511776
4285.48520397425,13.4495015756602,-64.0987501583673
4295.36426764873,13.4442219637605,-64.299115264401
4305.26610491696,13.4388521024058,-64.5000392411689
4315.19076827751,13.4333912198741,-64.7015204433533
4325.13831034994,13.4278385435364,-64.9035571686084
4335.10878387514,13.4221932999649,-65.1061476571485
4345.10224171557,13.4164547150437,-65.3092900913468
4355.11873685554,13.4106220140816,-65.5129825953418
4365.15832240151,13.4046944219252,-65.7172232346548
4375.22105158237,13.398671163076,-65.9220100158162
4385.30697774971,13.3925514618073,-66.1273408860022
4395.41615437809,13.3863345422837,-66.3332137326827
4405.54863506538,13.3800196286825,-66.5396263832789
4415.70447353297,13.3736059453165,-66.7465766048331
4425.88372362611,13.3670927167582,-66.9540621036894
4436.08643931417,13.3604791679663,-67.1620805251862
4446.31267469093,13.3537645244136,-67.370629453361
4456.56248397488,13.3469480122162,-67.5797064106677
4466.83592150948,13.3400288582645,-67.7893088577065
4477.13304176347,13.3330062903562,-67.9994341929668
4487.45389933117,13.3258795373299,-68.2100797525832
4497.79854893272,13.3186478292014,-68.4212428101064
4508.16704541445,13.3113103972999,-68.6329205762867
4518.55944374907,13.3038664744077,-68.8451101988721
4528.97579903605,13.296315294899,-69.0578087624224
4539.41616650187,13.2886560948819,-69.2710132881357
4549.88060150033,13.2808881123413,-69.4847207336924
4560.3691595128,13.2730105872818,-69.6989279931142
4570.88189614859,13.2650227618742,-69.9136318966374
4581.41886714517,13.2569238806009,-70.1288292106046
4591.98012836852,13.248713190404,-70.3445166373713
4602.5657358134,13.2403899408338,-70.5606908152292
4613.17574560363,13.2319533841988,-70.7773483183472
4623.81021399244,13.2234027757162,-70.9944856567294
4634.46919736272,13.2147373736641,-71.2120992761896
4645.15275222733,13.2059564395338,-71.4301855583452
4655.86093522942,13.1970592381836,-71.6487408206277
4666.59380314272,13.1880450379934,-71.8677613163117
4677.35141287181,13.1789131110197,-72.0872432345634
4688.13382145248,13.1696627331515,-72.3071827005065
4698.94108605199,13.1602931842672,-72.5275757753074
4709.77326396936,13.1508037483912,-72.7484184562799
4720.63041263574,13.1411937138525,-72.9697066770092
4731.51258961463,13.131462373442,-73.1914363074952
4742.41985260228,13.1216090245717,-73.4136031543154
4753.35225942788,13.1116329694338,-73.636202960808
4764.30986805398,13.1015335151595,-73.8592314072754
4775.29273657674,13.0913099739788,-74.0826841112075
4786.30092322621,13.0809616633804,-74.3065566275249
4797.33448636672,13.0704879062711,-74.5308444488444
4808.39348449711,13.0598880311357,-74.755543005763
4819.4779762511,13.0491613721971,-74.9806476671644
4830.58802039755,13.0383072695754,-75.2061537405458
4841.72367584082,13.0273250694479,-75.4320564723653
4852.88500162103,13.016214124208,-75.658351048411
4864.07205691444,13.0049737926241,-75.8850325941914
4875.28490103368,12.9936034399982,-76.1120961753462
4886.52359342816,12.982102438324,-76.3395367980795
4897.78819368428,12.9704701664441,-76.5673494096131
4909.07876152585,12.9587060102069,-76.7955288986627
4920.39535681433,12.9468093626229,-77.0240700959336
4931.73803954917,12.9347796240199,-77.2529677746395
4943.10686986817,12.9226162021975,-77.4822166510419
4954.50190804772,12.9103185125808,-77.7118113850101
4965.92321450317,12.8978859783727,-77.9417465806043
4977.37084978917,12.8853180307055,-78.1720167866783
4988.84487459993,12.8726141087914,-78.4026164975037
5000.3453497696,12.8597736600711,-78.6335401534162
5011.87233627253,12.8467961403619,-78.8647821414815
5023.42589522368,12.833681014004,-79.0963367961828
5035.00608787886,12.820427754005,-79.3281984001293
5046.61297563509,12.8070358421836,-79.5603611847848
5058.24662003095,12.7935047693111,-79.7928193312167
5069.90708274685,12.7798340352512,-80.0255669708659
5081.59442560541,12.7660231490983,-80.258598186336
5093.30871057176,12.7520716293139,-80.4919070122036
5105.04999975387,12.7379790038607,-80.7254874358467
5116.81835540288,12.723744810335,-80.959333398294
5128.61383991345,12.7093685960968,-81.1934387950928
5140.43651582406,12.6948499183984,-81.4277974771958
5152.28644581737,12.6801883445093,-81.6624032518666
5164.16369272051,12.6653834518407,-81.8972498836045
5176.06831950548,12.6504348280658,-82.1323310950859
5188.00038928941,12.6353420712388,-82.367640568125
5199.95996533496,12.6201047899112,-82.6031719446507
5211.9471110506,12.6047226032449,-82.838918827702
5223.961889991,12.5891951411234,-83.0748747824392
5236.0043658573,12.57352204426,-83.3110333371718
5248.07460249752,12.5577029643026,-83.5473879844025
5260.17266390686,12.5417375639368,-83.783932181887
5272.29861422802,12.525625516985,-84.020659353709
5284.4525177516,12.5093665085034,-84.2575628913701
5296.63443891637,12.4929602348752,-84.4946361548938
5308.84444230968,12.4764064039009,-84.7318724739438
5321.08259266774,12.459704734886,-84.9692651489559
5333.348954876,12.4428549587249,-85.2068074522828
5345.64359396951,12.4258568179813,-85.4444926293516
5357.96657513321,12.4087100669664,-85.6823138998331
5370.31796370232,12.3914144718125,-85.9202644588234
5382.69782516267,12.3739698105436,-86.1583374780359
5395.10622515107,12.3563758731432,-86.3965261070044
5407.5432294556,12.3386324616177,-86.634823474296
5420.00890401603,12.3207393900566,-86.8732226887339
5432.50331492412,12.3026964846894,-87.1117168406286
5445.026528424,12.2845035839382,-87.3502990030184
5457.57861091249,12.2661605384675,-87.588962232917
5470.1596289395,12.2476672112299,-87.8276995725692
5482.76964920832,12.2290234775077,-88.0665040507129
5495.40873857603,12.2102292249517,-88.3053686838475
5508.07696405382,12.1912843536153,-88.5442864775078
5520.77439280736,12.1721887759855,-88.7832504275433
5533.50109215715,12.1529424170097,-89.0222535214019
5546.25712957889,12.1335452141189,-89.2612887394169
5559.04257270381,12.1139971172467,-89.5003490560981
5571.85748931908,12.0942980888453,-89.7394274414254
5584.70194736808,12.0744481038965,-89.9785168621439
5597.57601495088,12.0544471499198,-90.2176102830616
5610.47976032448,12.034295226976,-90.4567006683467
5623.41325190327,12.0139923476675,-90.6957809828265
5636.37655825932,11.9935385371341,-90.934844193285
5649.3697481228,11.9729338330452,-91.1738832697599
5662.39289038231,11.9521782855884,-91.4128911868385
5675.44605408524,11.9312719574543,-91.6518609249509
5688.52930843819,11.9102149238162,-91.8907854716609
5701.64272280725,11.8890072723082,-92.1296578229531
5714.78636671844,11.8676491029971,-92.3684709845167
5727.96030985806,11.8461405283524,-92.6072179730247
5741.16462207304,11.8244816732115,-92.8458918174077
5754.39937337134,11.8026726747411,-93.0844855601219
5767.66463392227,11.7807136823958,-93.3229922584119
5780.96047405695,11.7586048578716,-93.5614049855652
5794.28696426858,11.736346375057,-93.7997168321609
5807.64417521288,11.7139384199799,-94.0379209073089
5821.03217770848,11.6913811907504,-94.2760103398822
5834.45104273721,11.6686748975014,-94.5139782797387
5847.90084144457,11.6458197623239,-94.7518178989345
5861.38164514005,11.6228160192003,-94.9895223929265
5874.89352529753,11.5996639139335,-95.2270849817651
5888.43655355565,11.5763637040729,-95.4644989112743
5902.0108017182,11.5529156588363,-95.7017574542224
5915.6163417545,11.5293200590298,-95.9388539114782
5929.25324579975,11.5055771969633,-96.1757816131564
5942.92158615548,11.4816873763633,-96.412533919749
5956.62143528986,11.4576509122824,-96.6491042232434
5970.35286583812,11.4334681310059,-96.8854859482267
5984.11595060295,11.4091393699549,-97.1216725529749
5997.91076255484,11.384664977587,-97.3576575305282
6011.73737483253,11.3600453132936,-97.5934344097504
6025.59586074333,11.3352807472947,-97.8289967563727
6039.48629376355,11.3103716605307,-98.0643381740215
6053.40874753888,11.2853184445514,-98.2994523052296
6067.3632958848,11.2601215014025,-98.5343328324313
6081.35001278692,11.2347812435094,-98.7689734789391
6095.36897240143,11.2092980935587,-99.0033680099037
6109.42024905546,11.183672484377,-99.2375102332565
6123.50391724748,11.1579048588072,-99.4713940006331
6137.62005164768,11.1319956695828,-99.7050132082789
6151.76872709842,11.1059453791998,-99.9383617979359
6165.95001861456,11.0797544597865,-100.17143375771
6180.1640013839,11.053423392971,-100.404223122921
6194.41075076755,11.0269526697472,-100.63672397693
6208.69034230037,11.000342790338,-100.868930451949
6223.00285169133,10.9735942640575,-101.100836729831
6237.34835482393,10.946707609171,-101.332437042839
6251.72692775659,10.919683352753,-101.563725674396
6266.13864672309,10.8925220305444,-101.794696959811
6280.58358813291,10.8652241868074,-102.025345286991
6295.06182857171,10.8377903741789,-102.255665097123
6309.57344480166,10.8102211535233,-102.485650885346
6324.11851376192,10.7825170937829,-102.715297201391
6338.697112569,10.7546787718281,-102.944598650208
6353.30931851716,10.7267067723055,-103.173549892571
6367.95520907888,10.6986016874854,-103.402145645656
6382.63486190521,10.6703641171086,-103.630380683602
6397.3483548262,10.6419946682315,-103.858249838054
6412.09576585134,10.6134939550708,-104.085747998676
6426.87717316992,10.5848625988476,-104.31287011365
6441.69265515149,10.5561012276303,-104.539611190152
6456.54229034627,10.5272104761771,-104.765966294804
6471.42615748555,10.4981909857784,-104.991930554107
6486.3443354821,10.4690434040979,-105.217499154851
6501.29690343062,10.4397683850137,-105.442667344507
6516.28394060814,10.4103665884594,-105.667430431596
6531.30552647444,10.3808386802644,-105.891783786031
6546.36174067246,10.3511853319943,-106.115722839454
6561.45266302877,10.3214072207909,-106.339243085529
6576.57837355392,10.291505029213,-106.562340080238
6591.73895244292,10.2614794450759,-106.785009442139
6606.93448007567,10.2313311612922,-107.00724685261
6622.16503701733,10.2010608757121,-107.229048056076
6637.43070401879,10.1706692909639,-107.450408860207
6652.73156201712,10.1401571142956,-107.671325136104
6668.06769213592,10.1095250574157,-107.891792818461
6683.43917568585,10.0787738363351,-108.111807905709
6698.84609416497,10.0479041712096,-108.331366460137
6714.28852925922,10.0169167861823,-108.550464608
6729.76656284288,9.98581240922766,-108.769098539603
6745.28027697892,9.95459177199479,-108.987264509363
6760.82975391951,9.92325560965287,-109.204958835865
6776.41507610645,9.89180466073642,-109.422177901882
6792.03632617154,9.86023966699178,-109.638918154393
6807.69358693711,9.82856137322436,-109.855176104571
6823.38694141639,9.79677052714692,-110.07094832776
6839.11647281398,9.76486787922869,-110.286231463434
6854.88226452631,9.73285418254559,-110.501022215135
6870.68440014201,9.70073019263166,-110.715317350397
6886.52296344245,9.66849666733128,-110.929113700654
6902.39803840211,9.63615436665298,-111.14240816113
6918.30970918905,9.60370405262409,-111.355197690712
6934.25806016538,9.5711464891469,-111.56747931181
6950.24317588765,9.53848244185599,-111.779250110201
6966.26514110737,9.50571267797689,-111.990507234852
6982.3240407714,9.47283796618614,-112.20124789774
6998.41996002242,9.43985907647284,-112.411469373643
7014.55298419939,9.4067767800014,-112.62116899993
7030.72319883801,9.37359184897611,-112.830344176327
7046.93068967115,9.3403050565068,-113.038992364673
7063.1755426293,9.30691717647645,-113.247111088668
7079.45784384105,9.27342898341001,-113.454697933595
7095.77767963356,9.23984125234514,-113.661750546045
7112.13513653296,9.20615475870418,-113.868266633615
7128.53030126487,9.17237027816822,-114.074243964604
7144.9632607548,9.13848858655236,-114.279680367693
7161.43410212869,9.104510459683,-114.484573731616
7177.94291271329,9.07043667327678,-114.688922004813
7194.48978003666,9.03626800282101,-114.892723195083
7211.07479182866,9.0020052234562,-115.095975369219
7227.69803602137,8.96764910986004,-115.298676652631
7244.35960074957,8.93320043613338,-115.500825228969
7261.05957435121,8.89865997568782,-115.702419339724
7277.7980453679,8.86402850113524,-115.90345728383
7294.57510254535,8.82930678417904,-116.103937417251
7311.39083483383,8.79449559550734,-116.303858152564
7328.2453313887,8.75959570468777,-116.503217958526
7345.13868157081,8.72460788006441,-116.702015359642
7362.07097494702,8.68953288865633,-116.900248935722
7379.04230129067,8.65437149605808,-117.097917321428
7396.05275058203,8.61912446634206,-117.295019205815
7413.10241300883,8.58379256196266,-117.491553331869
7430.19137896667,8.54837654366239,-117.687518496033
7447.31973905954,8.51287717037979,-117.882913547732
7464.48758410032,8.47729519915915,-118.077737388887
7481.69500511119,8.44163138506232,-118.271988973429
7498.94209332421,8.40588648108201,-118.465667306803
7516.2289401817,8.3700612380574,-118.658771445466
7533.55563733682,8.33415640459115,-118.851300496388
7550.92227665398,8.2981727269687,-119.043253616542
7568.32895020939,8.26211094907902,-119.234630012386
7585.77575029148,8.22597181233755,-119.425428939355
7603.26276940146,8.18975605561064,-119.615649701334
7620.79010025376,8.15346441514213,-119.805291650135
7638.35783577655,8.11709762448151,-119.994354184973
7655.9660691122,8.08065641441403,-120.182836751933
7673.61489361783,8.04414151289257,-120.37073884344
7691.30440286573,8.00755364497127,-120.558059997722
7709.03469064394,7.97089353274094,-120.744799798273
7726.80585095666,7.93416189526634,-120.930957873313
7744.61797802482,7.89735944852498,-121.116533895252
7762.47116628655,7.86048690534804,-121.301527580141
7780.36551039767,7.82354497536258,-121.485938687132
7798.30110523222,7.78653436493573,-121.669767017932
7816.27804588292,7.74945577712056,-121.85301241626
7834.29642766174,7.71230991160365,-122.035674767298
7852.35634610034,7.67509746465413,-122.217753997144
7870.45789695061,7.63781912907463,-122.399250072268
7888.60117618517,7.60047559415367,-122.580162998963
7906.78627999787,7.56306754561985,-122.760492822798
7925.01330480434,7.52559566559745,-122.940239628073
7943.28234724243,7.48806063256377,-123.119403537273
7961.5935041728,7.45046312130798,-123.297984710521
7979.94687267938,7.41280380289142,-123.475983345036
7998.3425500699,7.37508334460968,-123.653399674586
8016.7806338764,7.33730240995587,-123.83023396895
8035.26122185579,7.29946165858566,-124.006486533376
8053.78441199028,7.26156174628362,-124.182157708041
8072.35030248799,7.22360332493111,-124.357247867512
8090.95899178343,7.18558704247558,-124.531757420212
8109.61057853802,7.14751354290114,-124.705686807886
8128.3051616406,7.10938346620089,-124.87903650507
8147.042840208,7.07119744835012,-125.051807018558
8165.82371358553,7.03295612128134,-125.223998886877
8184.6478813475,6.99466011286034,-125.395612679763
8203.51544329778,6.9563100468636,-125.566648997637
8222.42649947031,6.91790654295724,-125.737108471085
8241.38115012962,6.87945021667678,-125.906991760343
8260.37949577139,6.84094167940864,-126.076299554781
8279.42163712294,6.80238153837253,-126.245032572395
8298.50767514382,6.76377039660519,-126.413191559296
8317.63771102631,6.72510885294531,-126.580777289205
8336.81184619594,6.68639750201956,-126.747790562956
8356.03018231207,6.64763693422985,-126.914232207994
8375.29282126842,6.60882773574163,-127.080103077881
8394.59986519356,6.56997048847331,-127.245404051808
8413.95141645154,6.53106577008689,-127.410136034104
8433.34757764234,6.49211415397941,-127.574299953753
8452.78845160249,6.45311620927568,-127.737896763915
8472.27414140555,6.41407250082189,-127.900927441453
8491.80475036272,6.3749835891803,-128.063392986452
8511.38038202335,6.33585003062472,-128.225294421762
8531.00114017548,6.29667237713739,-128.386632792525
8550.66712884641,6.25745117640623,-128.547409165717
8570.37845230328,6.21818697182343,-128.707624629695
8590.13521505353,6.17888030248481,-128.867280293744
8609.93752184558,6.13953170318992,-129.026377287624
8629.78547766928,6.10014170444336,-129.184916761135
8649.67918775651,6.06071083245653,-129.342899883671
8669.61875758174,6.02123960915037,-129.500327843789
8689.60429286259,5.98172855215909,-129.657201848777
8709.63589956038,5.94217817483434,-129.813523124227
8729.71368388068,5.90258898625042,-129.969292913616
8749.83775227393,5.86296149121005,-130.124512477886
8770.00821143591,5.82329619025101,-130.279183095032
8790.22516830841,5.7835935796534,-130.433306059694
8810.4887300797,5.74385415144765,-130.586882682752
8830.79900418519,5.7040783934231,-130.739914290928
8851.15609830791,5.6642667891374,-130.892402226392
8871.56012037917,5.62441981792638,-131.044347846367
8892.01117857904,5.58453795491463,-131.19575252275
8912.50938133701,5.5446216710267,-131.346617641725
8933.05483733251,5.50467143299882,-131.496944603387
8953.64765549549,5.46468770339125,-131.646734821376
8974.28794500703,5.42467094060115,-131.795989722499
8994.9758152999,5.38462159887599,-131.944710746378
9015.71137605912,5.34454012832743,-132.092899345082
9036.49473722256,5.30442697494592,-132.240556982779
9057.32600898155,5.26428258061544,-132.387685135386
9078.2053017814,5.22410738312905,-132.534285290221
9099.13272632206,5.18390181620467,-132.680358945665
9120.10839355864,5.14366630950144,-132.825907610827
9141.13241470204,5.1034012886364,-132.970932805212
9162.20490121953,5.0631071752017,-133.115436058391
9183.32596483535,5.02278438678215,-133.259418909683
9204.49571753125,4.98243333697315,-133.402882907837
9225.71427154717,4.94205443539895,-133.545829610716
9246.98173938176,4.90164808773146,-133.688260584987
9268.29823379302,4.86121469570912,-133.830177405822
9289.66386779889,4.82075465715634,-133.971581656593
9311.07875467783,4.78026836600322,-134.112474928576
9332.54300796944,4.73975621230538,-134.252858820663
9354.05674147504,4.6992185822644,-134.392734939071
9375.62006925833,4.65865585824828,-134.532104897062
9397.2331056459,4.61806841881233,-134.670970314663
9418.89596522793,4.57745663872026,-134.809332818393
9440.60876285875,4.53682088896545,-134.947194040989
9462.37161365745,4.49616153679264,-135.084555621144
9484.18463300849,4.45547894571965,-135.221419203244
9506.04793656233,4.41477347555946,-135.357786437111
9527.96164023603,4.37404548244236,-135.493658977746
9549.92586021387,4.33329531883846,-135.629038485084
9571.94071294795,4.29252333358021,-135.763926623747
9594.00631515884,4.25172987188524,-135.898325062799
9616.12278383615,4.21091527537926,-136.032235475514
9638.29023623921,4.17007988211917,-136.165659539138
9660.50878989764,4.12922402661629,-136.298598934664
9682.77856261199,4.08834803985978,-136.4310553466
9705.0996724544,4.04745224934006,-136.563030462751
9727.47223776915,4.00653697907253,-136.694525974001
9749.89637717337,3.96560254962119,-136.825543574098
9772.3722095576,3.92464927812261,-136.956084959441
9794.89985408648,3.88367747830973,-137.086151828877
9817.47943019934,3.84268746053596,-137.215745883494
9840.11105761083,3.80167953179917,-137.344868826423
9862.79485631159,3.76065399576598,-137.473522362643
9885.53094656888,3.71961115279588,-137.601708198787
9908.31944892716,3.67855129996554,-137.72942804295
9931.16048420882,3.63747473109312,-137.856683604511
9954.05417351475,3.59638173676269,-137.983476593944
9977.00063822501,3.55527260434853,-138.10980872264
9999.99999999948,3.51414761803968,-138.235681702735
10023.0523807785,3.47300705886425,-138.361097246936
10046.1579027834,3.43185120471402,-138.486057068352
10069.3166885175,3.39068033036887,-138.610562880329
10092.5288607663,3.34949470752117,-138.734616396286
10115.7945425985,3.30829460480038,-138.858219329558
10139.1138573663,3.26708028779746,-138.98137339324
10162.4869287064,3.2258520190893,-139.104080300032
10185.9138805406,3.18461005826324,-139.22634176209
10209.3948370763,3.14335466194137,-139.348159490881
10232.929922807,3.10208608380499,-139.469535197038
10256.5192625135,3.06080457461895,-139.590470590216
10280.1629812642,3.01951038225595,-139.710967378961
10303.8612044156,2.97820375172079,-139.831027270565
10327.6140576134,2.93688492517464,-139.950651970946
10351.4216667929,2.89555414195915,-140.069843184507
10375.2841581796,2.85421163862063,-140.188602614016
10399.20165829,2.81285764893402,-140.30693196048
10423.1742939325,2.77149240392703,-140.424832923025
10447.2021922074,2.73011613190383,-140.542307198774
10471.2854805084,2.68872905846918,-140.659356482736
10495.4242865227,2.64733140655198,-140.775982467687
10519.6187382317,2.60592339642908,-140.892186844064
10543.868963912,2.56450524574891,-141.007971299854
10568.175092136,2.52307716955499,-141.123337520488
10592.5372517723,2.48163938030933,-141.23828718874
10616.9555719867,2.44019208791588,-141.352821984621
10641.4301822426,2.39873549974375,-141.466943585287
10665.961212302,2.35726982065037,-141.580653664936
10690.548792226,2.31579525300458,-141.693953894718
10715.1930523755,2.2743119967096,-141.806845942643
10739.8941234119,2.23282024922587,-141.919331473491
10764.6521362978,2.19132020559385,-142.031412148721
10789.4672222977,2.14981205845669,-142.143089626394
10814.3395129788,2.10829599808266,-142.254365561081
10839.2691402115,2.06677221238773,-142.365241603788
10864.2562361701,2.02524088695779,-142.475719401875
10889.3009333337,1.98370220507087,-142.585800598979
10914.403364487,1.94215634771924,-142.69548683494
10939.5636627203,1.90060349363137,-142.804779745728
10964.7819614313,1.85904381929374,-142.91368096337
10990.0583943246,1.81747749897261,-143.022192115885
11015.3930954136,1.77590470473554,-143.130314827214
11040.7861990201,1.73432560647298,-143.238050717155
11066.2378397761,1.69274037191947,-143.3454014013
11091.7481526234,1.65114916667492,-143.452368490973
11117.3172728153,1.60955215422576,-143.558953593172
11142.9453359167,1.56794949596574,-143.665158310506
11168.632477805,1.52634135121687,-143.770984241146
11194.3788346709,1.48472787725008,-143.876432978762
11220.184543019,1.44310922930576,-143.981506112478
11246.0497396687,1.40148556061417,-144.086205226812
11271.9745617545,1.35985702241576,-144.190531901635
11297.9591467274,1.31822376398129,-144.294487712114
11324.003632355,1.27658593263182,-144.398074228672
11350.1081567225,1.23494367375865,-144.501293016939
11376.2728582337,1.19329713084299,-144.604145637709
11402.4978756111,1.15164644547558,-144.7066336469
11428.7833478971,1.10999175737616,-144.808758595509
11455.1294144547,1.06833320441273,-144.910522029574
11481.5362149682,1.02667092262083,-145.011925490137
11508.0038894437,0.985005046222444,-145.112970513209
11534.5325782103,0.943335707645044,-145.213658629729
11561.1224219203,0.901663037540209,-145.313991365534
11587.7735615506,0.859987164802319,-145.413970241327
11614.4861384028,0.818308216586988,-145.513596772641
11641.2602941043,0.776626318329419,-145.612872469813
11668.096170609,0.734941593762592,-145.711798837954
11694.9939101981,0.693254164935277,-145.810377376919
11721.9536554807,0.651564152229985,-145.908609581282
11748.9755493946,0.609871674380689,-146.006496940312
11776.0597352074,0.56817684849048,-146.104040937944
11803.2063565166,0.526479790049028,-146.20124305276
11830.415557251,0.484780612949925,-146.298104757964
11857.6874816709,0.443079429507869,-146.394627521364
11885.0222743695,0.40137635047576,-146.490812805347
11912.4200802731,0.359671485061544,-146.586662066866
11939.8810446421,0.317964940945077,-146.682176757416
11967.4053130718,0.276256824294679,-146.77735832302
11994.9930314931,0.234547239783679,-146.872208204214
12022.6443461735,0.192836290606742,-146.966727836027
12050.3594037173,0.151124078496093,-147.060918647974
12078.1383510671,0.109410703737575,-147.154782064034
12105.9813355041,0.0676962651866419,-147.248319502647
12133.8885046491,0.0259808602840653,-147.341532376692
12161.860006463,-0.0157354149283109,-147.434422093487
12189.895989248,-0.0574524657921172,-147.52699005477
12217.996601648,-0.0991701990170592,-147.619237656696
12246.1619926498,-0.140888522665611,-147.711166289825
12274.3923115834,-0.182607346137996,-147.802777339116
12302.6877081231,-0.224326580157147,-147.894072183923
12331.0483322884,-0.266046136753851,-147.985052197984
12359.4743344444,-0.307765929252096,-148.075718749416
12387.965865303,-0.349485872254461,-148.166073200718
12416.5230759234,-0.391205881627653,-148.256116908757
12445.1461177131,-0.43292587448826,-148.345851224772
12473.8351424287,-0.474645769188508,-148.43527749437
12502.5903021765,-0.516365485302271,-148.524397057521
12531.4117494134,-0.558084943611086,-148.613211248563
12560.299636948,-0.599804066090454,-148.701721396194
12589.254117941,-0.641522775896105,-148.78992882348
12618.275345906,-0.683240997350524,-148.877834847848
12647.3634747108,-0.724958655929529,-148.965440781096
12676.5186585777,-0.76667567824896,-149.052747929386
12705.7410520847,-0.80839199205163,-149.139757593253
12735.0308101659,-0.850107526194203,-149.226471067605
12764.3880881127,-0.891822210634343,-149.312889641727
12793.8130415745,-0.93353597641797,-149.399014599287
12823.3058265595,-0.975248755666514,-149.484847218337
12852.8665994354,-1.01696048156453,-149.570388771322
12882.4955169306,-1.0586710883472,-149.655640525083
12912.1927361346,-1.100380511288,-149.740603740865
12941.9584144991,-1.14208868668671,-149.82527967432
12971.7927098388,-1.18379555185719,-149.90966957552
13001.6957803322,-1.22550104511559,-149.993774688959
13031.6677845222,-1.26720510576845,-150.077596253563
13061.7088813177,-1.30890767410105,-150.1611355027
13091.8192299933,-1.35060869136586,-150.244393664185
13121.9989901913,-1.39230809977105,-150.327371960293
13152.2483219216,-1.43400584246915,-150.410071607766
13182.5673855633,-1.47570186354584,-150.492493817823
13212.956341865,-1.51739610800882,-150.574639796173
13243.4153519459,-1.5590885217768,-150.656510743022
13273.9445772966,-1.60077905166864,-150.738107853087
13304.5441797801,-1.64246764539254,-150.819432315605
13335.2143216325,-1.68415425153539,-150.900485314347
13365.9551654636,-1.72583881955218,-150.981268027629
13396.7668742586,-1.76752129975557,-151.061781628322
13427.6496113779,-1.80920164330555,-151.14202728387
13458.6035405587,-1.85087980219917,-151.222006156298
13489.6288259157,-1.89255572926042,-151.301719402227
